epoch,learning_rate,loss,mae,mape,val_loss,val_mae,val_mape
0,0.0005000000237487257,0.3349904417991638,0.43114081025123596,254.41372680664062,1.3476336002349854,0.9403964877128601,346.3799133300781
1,0.0005000000237487257,0.2638104557991028,0.38103964924812317,236.137939453125,1.3325966596603394,0.9354806542396545,335.8086853027344
2,0.0005000000237487257,0.23812928795814514,0.36220860481262207,230.1699981689453,1.2634357213974,0.9117260575294495,312.6921081542969
3,0.0005000000237487257,0.22242262959480286,0.3505770266056061,226.45008850097656,1.2596197128295898,0.9103047847747803,312.2709655761719
4,0.0005000000237487257,0.21127809584140778,0.3417619466781616,223.7832489013672,1.2835705280303955,0.9141221642494202,328.85992431640625
5,0.0005000000237487257,0.2032536268234253,0.33532530069351196,222.35736083984375,1.2495944499969482,0.9046431183815002,311.5863037109375
6,0.0005000000237487257,0.19690267741680145,0.33005890250205994,220.08644104003906,1.2435301542282104,0.9018958210945129,312.2243347167969
7,0.0005000000237487257,0.19184939563274384,0.32581624388694763,218.44009399414062,1.2542643547058105,0.9039932489395142,316.7362365722656
8,0.0005000000237487257,0.18744079768657684,0.32220911979675293,216.73011779785156,1.2284963130950928,0.8969753384590149,303.8638610839844
9,0.0005000000237487257,0.1835809350013733,0.31896042823791504,215.10357666015625,1.2541615962982178,0.9059215784072876,313.5073547363281
10,0.0005000000237487257,0.1806161105632782,0.31644243001937866,214.53842163085938,1.2584744691848755,0.9059329032897949,315.7884826660156
11,0.0002500000118743628,0.16504211723804474,0.3029370903968811,208.11073303222656,1.251863718032837,0.9016640782356262,310.8895568847656
12,0.0002500000118743628,0.16288569569587708,0.3009517788887024,206.99534606933594,1.2414946556091309,0.8986666202545166,307.79681396484375
0,0.0005000000237487257,0.333730548620224,0.4295331835746765,255.22747802734375,1.2843832969665527,0.9217017292976379,330.8556823730469
1,0.0005000000237487257,0.267776757478714,0.3829059898853302,235.82713317871094,1.2570468187332153,0.9125259518623352,310.60211181640625
2,0.0005000000237487257,0.24195006489753723,0.36458343267440796,229.9320831298828,1.2577099800109863,0.9106038212776184,314.5370788574219
3,0.0005000000237487257,0.2255655825138092,0.35242754220962524,226.71617126464844,1.2667526006698608,0.9122786521911621,314.57861328125
4,0.0005000000237487257,0.2143406718969345,0.34380003809928894,223.91815185546875,1.24494206905365,0.9070661067962646,303.74786376953125
5,0.0005000000237487257,0.20559026300907135,0.3368314802646637,221.48446655273438,1.2609169483184814,0.9114937782287598,307.0488586425781
6,0.0005000000237487257,0.19934697449207306,0.3318922221660614,219.8983612060547,1.2721792459487915,0.9117929935455322,314.7658386230469
7,0.0005000000237487257,0.19406697154045105,0.3275386691093445,218.4379119873047,1.2688676118850708,0.9096297025680542,320.9350891113281
8,0.0002500000118743628,0.17571577429771423,0.31215059757232666,211.60826110839844,1.247691035270691,0.9020555019378662,307.4008483886719
9,0.0002500000118743628,0.1723736673593521,0.30922746658325195,210.37081909179688,1.241769790649414,0.9012574553489685,301.11309814453125
10,0.0002500000118743628,0.17048771679401398,0.30760255455970764,209.57582092285156,1.2430778741836548,0.9009751677513123,299.7929382324219
11,0.0002500000118743628,0.1684401035308838,0.3057115077972412,208.8857879638672,1.2392475605010986,0.8982340693473816,304.1921691894531
12,0.0002500000118743628,0.16699345409870148,0.3044063448905945,208.09632873535156,1.249233603477478,0.9016321897506714,306.79425048828125
13,0.0002500000118743628,0.16545961797237396,0.303072452545166,207.39370727539062,1.238930583000183,0.8994719386100769,300.8056945800781
14,0.0002500000118743628,0.16402992606163025,0.3017278015613556,206.75872802734375,1.2433254718780518,0.9003132581710815,304.03564453125
15,0.0002500000118743628,0.1631280481815338,0.30092519521713257,206.34730529785156,1.227315902709961,0.8959230780601501,294.9353332519531
16,0.0002500000118743628,0.16203433275222778,0.29988303780555725,205.8259735107422,1.2299952507019043,0.8978909850120544,295.79656982421875
17,0.0002500000118743628,0.16127008199691772,0.29921451210975647,205.4625244140625,1.2528669834136963,0.9016665816307068,306.82763671875
18,0.0002500000118743628,0.16008293628692627,0.29807373881340027,204.1988983154297,1.2433080673217773,0.8996545076370239,303.2085266113281
19,0.0001250000059371814,0.15278556942939758,0.29140907526016235,200.9195098876953,1.2296462059020996,0.895338773727417,294.82537841796875
